"css-w5uu0r href","css-t5nx4t src","css-hc6pk4 src","css-hc6pk4 src 2","css-hc6pk4 src 3","css-0","css-hclm2j src","css-hclm2j src 2","css-hclm2j src 3","css-wesefx","css-xsih6f","css-ipoval","css-1rek4h3","css-9u48bm","css-9u48bm 2","css-9u48bm 3","css-9u48bm 4","css-9u48bm 5","css-9u48bm 6","css-9u48bm 7","css-0 2","css-oaskuq","css-oorffy","css-1tafjuz","css-woe2j4","css-1kjr4iz"
"https://www.seloger.com/annonces/achat/appartement/toulon-83/261450009.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/b/7/e/d/b7edbebd-5267-40f7-b252-ca3e3197e0fd.jpg?ci_seal=20f57c1ceb0e5e23d0454a9217910c7d5546576e&h=50","https://mms.seloger.com/4/a/6/3/4a63704f-cf11-4449-92eb-ed1ae3534666.jpg?ci_seal=ea1ea724892f01d3205287157caab01589dcf5b0&w=626&h=470","https://mms.seloger.com/e/2/6/d/e26d6b57-4aa8-4bd2-b057-8e7c5967866e.jpg?ci_seal=82cf157bf160913065852d90a82b8dead091618c&w=626&h=470","https://mms.seloger.com/6/2/6/e/626ee1ca-5725-44f0-b7c8-ae34bd925aab.jpg?ci_seal=a02b061830289b2343dd331e45066edeb895a11e&w=626&h=470","1 / 10","https://mms.seloger.com/e/2/6/d/e26d6b57-4aa8-4bd2-b057-8e7c5967866e.jpg?ci_seal=82cf157bf160913065852d90a82b8dead091618c&w=626&h=470","https://mms.seloger.com/0/f/4/5/0f450d94-d8b2-425c-9890-074725fca1de.jpg?ci_seal=ca555b4a0bf8647f9940912c6169fe5ec9bda341&w=626&h=470","https://mms.seloger.com/9/c/e/5/9ce57f1a-1f73-4094-bd86-bb876895ef3f.jpg?ci_seal=e81f560ca602d282fafc27ee7814d3d6104b3b50&w=626&h=470","211 000 €","3 403 €/m²","Découvrez les options de financement","Appartement à vendre","3 pièces","·","2 chambres","·","62 m²","·","RDC/2","","Toulon (83000)","A Toulon, La Loubière, dans résidence sécurisée, au rez-de-chaussée sur 2 avec ascenseur aux normes PMR, lumineux appartement de type 3 de 62 m², comprenant : cuisine ouverte sur séjour donnant sur t...","CABINET 3000","","A"
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.seloger.com/annonces/achat/appartement/toulon-83/261445485.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/c/1/2/6/c1266890-5c3b-4526-9454-eeb3ebf1e58f.jpg?ci_seal=8f4b3db0f4187673cd27f3545a995e7a1e354eff&h=50","https://mms.seloger.com/3/a/5/f/3a5f8e6c-1594-4123-9470-1078076180f4.jpg?ci_seal=3ed0e8c5bf7b83059e8ad0fa3001dfbc28e0f682&w=626&h=470","https://mms.seloger.com/3/5/1/0/351096fa-96d8-4446-8249-d84f7ac18783.jpg?ci_seal=ec2a8aaed37eb4dfd68dbf25880d14d9aa761dc4&w=626&h=470","https://mms.seloger.com/5/9/c/1/59c14412-805d-4672-816e-30153c4aafe2.jpg?ci_seal=e1356ece4e13cfbbcce598a21601ad2074719112&w=626&h=470","1 / 10","https://mms.seloger.com/3/5/1/0/351096fa-96d8-4446-8249-d84f7ac18783.jpg?ci_seal=ec2a8aaed37eb4dfd68dbf25880d14d9aa761dc4&w=626&h=470","https://mms.seloger.com/c/1/b/c/c1bcca52-f083-45a3-b742-e9df9fe4fbe0.jpg?ci_seal=c08f78a60186b2e8c2f02c6748ffd2f08acca340&w=626&h=470","https://mms.seloger.com/a/e/d/1/aed1fd4d-ac1d-4f14-b67d-cfa0da52462c.jpg?ci_seal=08912cec64f18cfacdb27e823e3d92c11ddac3a3&w=626&h=470","Bouquet 68 000 €","et 500 €/mois","Découvrez les options de financement","Appartement en viager · occupé","3 pièces","·","1 chambre","·","71,4 m²","·","RDC","","Toulon (83000)","EXCLUSIVITE - VIAGER OCCUPE - A Toulon, quartier Serinette, dans la copropriété Les Cyclades, construite en 1982, entretenue, avec gardien, résidence sécurisée et fermée avec portails électriques. En...","Immobilière du Cap Brun","Exclusivité","C"
"https://www.seloger.com/annonces/achat/appartement/toulon-83/256911459.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/b/7/e/d/b7edbebd-5267-40f7-b252-ca3e3197e0fd.jpg?ci_seal=20f57c1ceb0e5e23d0454a9217910c7d5546576e&h=50","https://mms.seloger.com/2/3/7/8/2378834f-71b9-4ac7-a856-8549434eb1d7.jpg?ci_seal=501aa02d0bc49eb8a5882ce11ffddb09fea4a9d3&w=626&h=470","https://mms.seloger.com/1/e/4/6/1e467145-5109-468e-8ed6-0a98f9c01e7c.jpg?ci_seal=9b2361e9c3d489c67575c7bcc0b5b5059e7a747d&w=626&h=470","https://mms.seloger.com/7/e/2/a/7e2ac97b-7361-4aa0-9fb2-66ccf255628e.jpg?ci_seal=3dbdd9425e027ee96c73644eb7d669bbc413efef&w=626&h=470","1 / 9","https://mms.seloger.com/1/e/4/6/1e467145-5109-468e-8ed6-0a98f9c01e7c.jpg?ci_seal=9b2361e9c3d489c67575c7bcc0b5b5059e7a747d&w=626&h=470","https://mms.seloger.com/5/7/5/4/57542328-b458-42fe-85f6-cf73909c1ddf.jpg?ci_seal=f64bb4e7262885d9266609494e54a0f9c6bbc6b3&w=626&h=470","https://mms.seloger.com/e/4/f/b/e4fb91c8-0966-44cd-8684-fff91c152044.jpg?ci_seal=9ed29641eeb92a189afa853d8f8238491bb6fd7c&w=626&h=470","219 000 €","3 650 €/m²","Découvrez les options de financement","Appartement à vendre","3 pièces","·","2 chambres","·","60 m²","·","Étage 1/4","","Toulon (83000)","A Toulon, La Loubière, au 1er étage sur 4 avec ascenseur aux normes PMR, lumineux appartement de type 3 de 60 m², comprenant : cuisine ouverte sur séjour donnant sur balcon Sud, 2 chambres, salle d'e...","CABINET 3000","","B"
"https://www.seloger.com/annonces/achat/appartement/toulon-83/mourillon-centre/257961581.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/1/2/6/4/12643f72-65c3-4e8a-a296-2b7415a7f12b.jpg?ci_seal=6436531dceb72783113374c7e8b5e081a96974e2&h=50","https://mms.seloger.com/a/4/a/d/a4ad6329-e4f0-4ff7-945d-1ddc9d699e5b.jpg?ci_seal=30149a9613ce002f6f0c19f27bf780970ad8bb5e&w=626&h=470","https://mms.seloger.com/1/1/e/2/11e2eaa2-bcaf-441c-a529-e986802c03d7.jpg?ci_seal=3804cd93cee95244be71c782b3f32b64626c80c6&w=626&h=470","https://mms.seloger.com/7/8/f/4/78f4c35a-c469-4ee4-afe2-c95bf8d45829.jpg?ci_seal=5613e7981297cb4be046657295f1f08ea3f74384&w=626&h=470","1 / 11","https://mms.seloger.com/1/1/e/2/11e2eaa2-bcaf-441c-a529-e986802c03d7.jpg?ci_seal=3804cd93cee95244be71c782b3f32b64626c80c6&w=626&h=470","https://mms.seloger.com/6/4/f/8/64f80567-d43e-49f4-b751-eaf015352868.jpg?ci_seal=04803c02dcf0387a64c1f9d49d19ad5c4164c7cb&w=626&h=470","https://mms.seloger.com/6/5/b/8/65b81c36-483d-47e7-bf59-5a655bda267a.jpg?ci_seal=04c20cfe3704b3f4419496473dbd5b1291920775&w=626&h=470","880 000 €","7 333 €/m²","Découvrez les options de financement","Appartement à vendre","5 pièces","·","3 chambres","·","120 m²","·","Étage 1/2","","Mourillon-Centre, Toulon (83000)","À deux pas des plages du Mourillon, un art de vivre rare avec toit-terrasse d'exception Situé au cœur du Mourillon, l'un des quartiers les plus prisés de Toulon pour son atmosphère de village, sa pro...","ROYAL IMMO - TOULON","","B"
"https://www.seloger.com/annonces/achat/appartement/toulon-83/261752367.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/5/8/2/e/582e481d-7a17-4fde-8c4a-fa26bca925ab.jpg?ci_seal=baad8adaec6b1682d2a38d9ff86106a858ff19a2&h=50","https://mms.seloger.com/8/1/1/1/81115395-b6b9-4bed-a755-9422c353dc3d.jpg?ci_seal=fa6de7e8e58c6251f80d688cd07838d03f5ba55a&w=626&h=470","https://mms.seloger.com/0/c/6/b/0c6b662d-6997-44d3-b16e-78adae4c244c.jpg?ci_seal=3c580c2825f6df94e62ba3944ee6645f5de510a7&w=626&h=470","https://mms.seloger.com/2/9/5/f/295f875a-6d0b-4943-bf3a-5a0118df9f29.jpg?ci_seal=74d926a11185fea109b02cee614484d1687495bd&w=626&h=470","1 / 11","https://mms.seloger.com/0/c/6/b/0c6b662d-6997-44d3-b16e-78adae4c244c.jpg?ci_seal=3c580c2825f6df94e62ba3944ee6645f5de510a7&w=626&h=470","https://mms.seloger.com/a/6/0/a/a60a9c1d-61f5-41ad-b7a7-e219e50cacac.jpg?ci_seal=b74f6214096329a7e4e8b7a4bbf091ab1137fe88&w=626&h=470","https://mms.seloger.com/4/b/9/8/4b98ed45-9b7f-417b-bca5-1324c8c64f03.jpg?ci_seal=36133246f51cadf582f187d137f043b92fbc548b&w=626&h=470","125 000 €","2 632 €/m²","Découvrez les options de financement","Appartement à vendre","3 pièces","·","2 chambres","·","47,5 m²","·","5ème étage","","Toulon (83000)","A vendre à Toulon, quartier Chalucet, proche de toutes commodités, un appartement de type 3 de 48 m² situé au 5ème étage avec ascenseur. Il se compose d'une entrée avec placard de rangement, un salon...","GAMBETTA IMMOBILIER","","D"
"https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/258514345.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/1/2/6/4/12643f72-65c3-4e8a-a296-2b7415a7f12b.jpg?ci_seal=6436531dceb72783113374c7e8b5e081a96974e2&h=50","https://mms.seloger.com/4/d/b/1/4db12dca-c94a-4950-9b1c-8167370611c9.jpg?ci_seal=77c0867012ccab40e899f0baf11d65d8ed7636cb&w=626&h=470","https://mms.seloger.com/d/0/6/3/d063c6d0-fa8c-446c-8f82-e2b30f5d7735.jpg?ci_seal=642e945c7cb72eac42a446967a2884884f08958a&w=626&h=470","https://mms.seloger.com/0/2/e/1/02e1275d-7b45-4849-841f-dc3a1870c31e.jpg?ci_seal=6a1d4c742f136a86a017381d754331cad772845a&w=626&h=470","1 / 8","https://mms.seloger.com/d/0/6/3/d063c6d0-fa8c-446c-8f82-e2b30f5d7735.jpg?ci_seal=642e945c7cb72eac42a446967a2884884f08958a&w=626&h=470","https://mms.seloger.com/c/4/a/7/c4a79926-70fd-4a40-8576-c7c2e589ff3c.jpg?ci_seal=3061a393e1755c9c3de50a1cd643f7a8566f79c7&w=626&h=470","https://mms.seloger.com/0/e/5/7/0e57e21a-65c1-4e70-8ac9-d211f5de2b80.jpg?ci_seal=52baf7d00b71f0c3b05607ea335ca4fe6e620457&w=626&h=470","242 000 €","4 703 €/m²","Découvrez les options de financement","Appartement à vendre","2 pièces","·","1 chambre","·","51,5 m²","·","Étage 1/4","","Cap Brun , Toulon (83000)","Toulon/Cap Brun Résidence calme & sécurisée Terrasse sud Parking + cave Proche plages Mourillon Dans l'une des résidences les plus prisées et discrètes du Cap Brun, à deux pas des plages du Mourillon...","ROYAL IMMO - LA VALETTE","Exclusivité","D"
"https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/253691585/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&unitId=253695045&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/5/1/5/4/515406a4-f239-42c4-b42c-7493ac17ec3e.jpg?ci_seal=74567f6b57c94db927d4ca77f26e13cbbd4e3be0&h=50","https://mms.seloger.com/9/6/e/4/96e41144-635b-46df-9137-8fdead897195.jpg?ci_seal=add1c8302ac69feb27f26514352d2b05fa5ddd8d&w=626&h=470","https://mms.seloger.com/f/c/d/a/fcda8405-def8-4d3c-bb1e-d24c7921dbcf.jpg?ci_seal=80f08836a985d31360c8f5cdfb524e7801f55547&w=626&h=470","https://mms.seloger.com/4/e/c/9/4ec94827-3daf-4da5-b785-2457789c9951.jpg?ci_seal=4a4ed584107a76207a3e7cd257aee457bf6cf6b0&w=626&h=470","1 / 4","https://mms.seloger.com/f/c/d/a/fcda8405-def8-4d3c-bb1e-d24c7921dbcf.jpg?ci_seal=80f08836a985d31360c8f5cdfb524e7801f55547&w=626&h=470","https://mms.seloger.com/7/a/b/e/7abe43f0-fc1f-4c5c-89c6-14851cfa0e3a.jpg?ci_seal=0b96d6fd8f19f03f72281f63e535e8d95ec27d4a&w=626&h=470","https://mms.seloger.com/4/e/c/9/4ec94827-3daf-4da5-b785-2457789c9951.jpg?ci_seal=4a4ed584107a76207a3e7cd257aee457bf6cf6b0&w=626&h=470","646 000 €","7 178 €/m²","Investissez dans l'immobilier","Maison à vendre - neuf","4 pièces","·","3 chambres","·","90 m²","·","dès le 30/09/2027","Programme Neuf","Cap Brun , Toulon (83000)","Pierres de Collection - L'immobilier neuf d'exception sur la Côte Varoise et en Provence. Espace de vente de Toulon - Cap Brun : 2104 avenue de la Résistance - 83000 TOULON Informations et rendez-vou...","PIERRES DE COLLECTION","À voir sur SeLoger Neuf",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/249859347/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&unitId=250550589&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/3/1/3/4/3134c593-3f2e-4fd9-879e-276fede9013d.jpg?ci_seal=a9ef1a72c4c7472df04a22545f85a38ab7a9c555&h=50","https://mms.seloger.com/9/c/8/e/9c8efd31-ed44-4267-b002-17bc2aaf1071.jpg?ci_seal=844e87274e313f8956d0e73611d271695ee46ce9&w=626&h=470","https://mms.seloger.com/1/e/b/e/1ebed3af-5124-4653-9531-c2a82213c596.jpg?ci_seal=7cf68a5f1ffa874f3c2507686d913ef090e8dab8&w=626&h=470","https://mms.seloger.com/8/6/b/a/86ba0380-f453-44d1-bd43-a72d72069b58.jpg?ci_seal=c9c57f00598df04fece54cb5479b458e4dd0e650&w=626&h=470","1 / 4","https://mms.seloger.com/1/e/b/e/1ebed3af-5124-4653-9531-c2a82213c596.jpg?ci_seal=7cf68a5f1ffa874f3c2507686d913ef090e8dab8&w=626&h=470","https://mms.seloger.com/0/9/f/9/09f9b09a-6494-44fe-9a40-a1a74d1d59db.jpg?ci_seal=49534d26d9eef90afa462665fa40e24b42b543db&w=626&h=470","https://mms.seloger.com/8/6/b/a/86ba0380-f453-44d1-bd43-a72d72069b58.jpg?ci_seal=c9c57f00598df04fece54cb5479b458e4dd0e650&w=626&h=470","213 000 €","4 770 €/m²","Investissez dans l'immobilier","Appartement à vendre - neuf","2 pièces","·","1 chambre","·","44,7 m²","·","dès le 31/12/2027","Programme Neuf","Pont de Suve-Collet de Gipon, Toulon (83100)","Franchissez le magnifique portail du DOMAINE DE CAMPION et découvrez une résidence moderne nichée au cœur d’un parc clos d’exception. Platanes centenaires et essences singulières composent un écrin d...","SEGEPRIM","À voir sur SeLoger Neuf",""
"https://www.seloger.com/annonces/achat/appartement/toulon-83/la-serinette/260569711.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/1/2/6/4/12643f72-65c3-4e8a-a296-2b7415a7f12b.jpg?ci_seal=6436531dceb72783113374c7e8b5e081a96974e2&h=50","https://mms.seloger.com/9/7/4/9/9749aa2a-0084-44bb-bba2-32ba30971268.jpg?ci_seal=6cb75472664330a451a9d5f8d287d493b4ace1ca&w=626&h=470","https://mms.seloger.com/c/c/b/6/ccb6a69f-3b60-45a7-a2bc-f4c1a01cf57d.jpg?ci_seal=19f18e23f942626ad5992c3fa65ba166f8750226&w=626&h=470","https://mms.seloger.com/6/2/4/1/62416eed-d5d3-4403-9210-923d7dfd21a4.jpg?ci_seal=22b5ff82f68b11c86ed5a45d4deede18bf3233b6&w=626&h=470","1 / 8","https://mms.seloger.com/c/c/b/6/ccb6a69f-3b60-45a7-a2bc-f4c1a01cf57d.jpg?ci_seal=19f18e23f942626ad5992c3fa65ba166f8750226&w=626&h=470","https://mms.seloger.com/f/f/5/7/ff57dea8-c55c-4315-8e15-824a0e337c19.jpg?ci_seal=2b73a5df54bf8bc9e5f302406accc912649a36b2&w=626&h=470","https://mms.seloger.com/8/c/9/1/8c91f551-361e-4fae-9288-7f3e94230525.jpg?ci_seal=44e3c2dc21e1f1dd52cb2bf8019e2ab0a3bec382&w=626&h=470","128 000 €","3 879 €/m²","Découvrez les options de financement","Appartement à vendre","2 pièces","·","1 chambre","·","33 m²","·","RDC","","La Serinette, Toulon (83000)","Idéalement situé dans le très recherché quartier de La Serinette à Toulon, découvrez ce charmant appartement T2 de 33 m², niché au sein d’une jolie copropriété calme et bien entretenue. Cet apparteme...","ROYAL IMMO - LA VALETTE","Exclusivité","C"
"https://www.bellesdemeures.com/262605393/detail.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL","https://mms.seloger.com/f/d/7/2/fd72dffd-5ad1-4027-8c6d-a5e50b873021.jpg?ci_seal=11e4e3eac1fc5c79e27a48a6446400bfef107193&h=50","https://mms.seloger.com/6/0/e/e/60ee64b1-7f7f-4eac-a01f-0a1c5b7a39e4.jpg?ci_seal=120c4877f7a5b1d4c4ea444d4ccdc9b051314126&w=626&h=470","https://mms.seloger.com/e/e/b/b/eebb8000-051e-460f-8817-0459b0681dae.jpg?ci_seal=f91587347274745b14c41063cac8cc999a466f47&w=626&h=470","https://mms.seloger.com/4/1/a/3/41a36835-34ac-45d8-ab0e-4ae9e73634f0.jpg?ci_seal=e3f16efcb482970ce52bd8b0add5b7fa5762238f&w=626&h=470","1 / 8","https://mms.seloger.com/e/e/b/b/eebb8000-051e-460f-8817-0459b0681dae.jpg?ci_seal=f91587347274745b14c41063cac8cc999a466f47&w=626&h=470","https://mms.seloger.com/a/3/e/9/a3e9a88c-85b6-4ae6-991f-d4973c4edb82.jpg?ci_seal=2ddd01bc544129450e0ddbb8ab9254ba79a1911c&w=626&h=470","https://mms.seloger.com/f/7/4/2/f74296ca-b030-44e1-bdea-961d81e19fc4.jpg?ci_seal=35a7b310e25af309d676349e1f3f08f2677ad536&w=626&h=470","1 090 000 €","5 142 €/m²","Découvrez les options de financement","Appartement à vendre","5 pièces","·","3 chambres","·","212 m²","","","Nouveau","Toulon (83000)","Toulon Faron. Dans un ensemble immobilier classé 'Monument Contemporain Remarquable' Cet appartement de 212m2 avec 135m2 de terrasses au total, offre une vue saisissante sur la Rade de Toulon. PIèce ...","KRETZ","À voir sur Belles Demeures","B"
"https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/247006451/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DPOCOFR5333&sort_order_ab_test=sort_order_reference&unitId=258508031&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L","https://mms.seloger.com/9/4/2/1/94214c9a-1c9c-49e4-bbe9-9c156c62e049.jpg?ci_seal=f64b61ef758cf2ac82af07de80efd409ed108265&h=50","https://mms.seloger.com/e/7/9/4/e7940ad5-753f-425e-a57f-c3132303540a.jpg?ci_seal=19a7837037be1c49c60f28020f4db36ed8a7f23e&w=525&h=394","https://mms.seloger.com/6/7/0/e/670e3266-db6c-4c6c-910c-62eef45ac356.jpg?ci_seal=14444d6f65b63235ee8e8c127f762bf7b974eb2e&w=525&h=394","https://mms.seloger.com/3/a/0/6/3a06bdfe-f5d3-4007-a1cb-a601644dd7f2.jpg?ci_seal=28e7712759fc68342d1e6e882456dacb2b419c8f&w=525&h=394","1 / 3","","","","178 031 €","4 180 €/m²","","Appartement à vendre - neuf","2 pièces","·","42,6 m²","·","1er étage","·","dès le 30/06/2028","Programme Neuf","Valbertrand, Toulon (83200)","À Toulon, dans le quartier de Bonfante-Florane apprécié pour sa tranquillité, découvrez une résidence signée Urbat, composée de 48 appartements du 2 au 4 pièces. À moins de 10 minutes des plages, du ...","URBAT PROMOTION","À voir sur SeLoger Neuf",""
